global_id	parent_global_id	id	parent_id	level	article	discussion	timestamp	day	author	parent_author	author_name	parent_author_name	date	text	thread
117	114	117	114	1	34194757	0	18977774	1856	11	0	William M. Connolley	0	1:14, 31 January 2006 (UTC)	: I've added some text to the page to try to address the tell-tale skeptic bit. To address an email question ''if questioning the unknowns of climate change makes that user a &quot;tell-tale skeptic,&quot;...'': no, this is a misunderstanding. The point is, this isn't an unknown. Its something that fits well into the existing GHG theory. Pointing it out *as though* it was unknown; attempting to pretend that it doesn't fit into the theory; *that* is tell-tal	 Vezier, again 
118	88	118	88	-8	34194757	0	0	0	0	0	0	0	0	==Non-climate factors driving climate==	Non-climate factors driving climate
119	118	119	118	1	34194757	0	-1	-1	-1	0	-1	0	-1	In the section on [[Climate Change#Greenhouse gases|Greenhouse gases]] it states:   <LF>	Non-climate factors driving climate
120	118	120	118	1	34194757	0	18989388	1864	13	0	Shoaler	0	2:48, 8 February 2006 (UTC)	:''Radiative forcing by greenhouse gases is the primary force causing global warming''   <LF>   Isn't this the main controversy regarding global warming?  Few doubt that global warming is taking place or that greenhouse gases cause global warming.  What is not universally accepted is that the increase in greenhouse gases is and has been the primary cause.  Since this is the case, shouldn't this sentence be slightly less absolute and say something like &quot;it is widely believed&quot; or &quot;most people believe&quot;? &amp;ndas	Non-climate factors driving climate
121	118	121	118	1	34194757	0	18989713	1864	11	0	William M. Connolley	0	8:13, 8 February 2006 (UTC)	: Arguably its a fair shortest-possible summary, but yes you're right, it could be qualified a bit. [[global warming]] or [[attribution of recent climate change]] should have some suitable tex	Non-climate factors driving climate
122	118	122	118	1	34194757	0	18992420	1866	14	0	Peltoms	0	5:20, 10 February 2006 (UTC)	:You are trying to keep this section concise.  I put in two images and minimal text on glacier changes.  However, I did not say anything about response times of glaciers to a climate change.  Or look at historically the variations of a specific glacier to many climate changes.  Thus, I am  curious do you want to focus on climate change responses in general or the current one in specifi	Non-climate factors driving climate
123	122	123	122	2	34194757	0	18992484	1866	11	14	William M. Connolley	Peltoms	6:24, 10 February 2006 (UTC)	:: Err, sorry, I'm confused now. Is that in respect of what Shoaler said, or something els	Non-climate factors driving climate
124	88	124	88	-8	34194757	0	0	0	0	0	0	0	0	== Green Facts ==	 Green Facts 
125	124	125	124	0	34194757	0	19094562	1937	2439236188	0	145.99.202.92	0	3:42, 22 April 2006 (UTC)	Hi, I notice that under the external links, the [[GreenFacts]] summary is given. Could we remove it, as it is rather under discussion, regarindg it's [[Sound science]] claims? Also, The IPCC, aswell as this article, already summarizes the reports, no need to list the 3rd organisation.    <LF>   Thanx	 Green Facts 
126	125	126	125	1	34194757	0	19094599	1937	11	2439236188	William M. Connolley	145.99.202.92	4:19, 22 April 2006 (UTC)	: I recall looking at it, and I had another look just now. It seems Fair Enough, on a brief scan throug	 Green Facts 
127	126	127	126	2	34194757	0	19097949	1939	-1	11	-1	William M. Connolley	12:09, 24 April 2006 (UTC)	:: I just read there Chernobyl 'study', and it was rather advocative.	 Green Facts 
128	124	128	124	0	34194757	0	19159438	1982	15	0	Ssilvers	0	4:58, 6 June 2006 (UTC)	Newest articles on EPA site: http://yosemite.epa.gov/oar/globalwarming.nsf/content/newsandeventsScienceandPolicyNews.html	 Green Facts 
129	88	129	88	-8	34194757	0	0	0	0	0	0	0	0	==First Paragraph==	First Paragraph
130	129	130	129	0	34194757	0	19222907	2026	16	0	Sln3412	0	6:47, 20 July 2006 (UTC)	'''Climate change''' refers to the variations in the [[Earth]]'s global [[climate]] or regional climates over time.  It describes changes in the variability or average state of the climate over time-scales ranging from a few years to millions of years.  These changes may come from either internal (natural) processes or be driven by external (artificial) forces.   <LF>   What exactly does &quot;Climate Change&quot; describe?  If the climate changes drastically in a year, is that not climate change also?  Why is the [[average state]] of the [[atmosphere]] the same as [[average weather]]?   What is the definition of &quot;recently&quot;?  Are human or animal or plant activities internal or external?  What is the definition of &quot;[[internal processes]]&quot;?  What is the definition of &quot;[[external forces]]&quot;?	First Paragraph
131	130	131	130	1	34194757	0	19365520	2125	17	16	Dicklyon	Sln3412	7:40, 27 October 2006 (UTC)	:Time scales of less than a few years are more appropriately termed &quot;weather&quot; than &quot;climate&quot;.  I think things like &quot;el niño&quot; that affect regional weather or climate in cycles of a few years are sort of the borderline, but others may draw it differently.  Similarly, people can differ on exactly where to draw the line between internal and external, depending on what system they are considering.  It's a good question, though, and we should look in some books and see if there's something like a consensus definitio	First Paragraph
132	130	132	130	1	34194757	0	-1	-1	-1	16	-1	Sln3412	-1	why specify &quot;Earth's global climate&quot; - I've heard the words &quot;Martian climate change&quot; and &quot;Martian global warming&quot; with increasing frequency recently.&lt;small&gt;—Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/62.245.36.3|62.245.36.3]] ([[User talk:62.245.36.3|talk]]) {{{2|}}}&lt;/small&gt;&lt;!-- Template:UnsignedIP --&gt;   <LF>	First Paragraph
133	130	133	130	1	34194757	0	19365516	2125	17	16	Dicklyon	Sln3412	7:36, 27 October 2006 (UTC)	:What planet are you from? Seriously, though, if you think that kind of generalization is appropriate, point out a verifiable source for that usage and I'm sure it will be considere	First Paragraph
134	133	134	133	3	34194757	0	-1	-1	-1	17	-1	Dicklyon	-1	::How about http://www.agiweb.org/geotimes/jan02/WebExtra0111.html or http://66.102.9.104/search?q=cache:W_t4rL-UJGoJ:www.lpi.usra.edu/meetings/lpsc2003/pdf/1286.pdf+martian+climate+change&amp;hl=en&amp;gl=uk&amp;ct=clnk&amp;cd=17   <LF>	First Paragraph
135	133	135	133	3	34194757	0	19367028	2126	17	17	Dicklyon	Dicklyon	8:48, 28 October 2006 (UTC)	:::That looks good.  Probably makes sense to add a section on planetary climate change, and maybe allow a little room for that concept in the lead.  But go cautiously, as you don't want to divert the main meaning of the term too muc	First Paragraph
136	88	136	88	-8	34194757	0	0	0	0	0	0	0	0	== GA Re-Review and In-line citations ==	 GA Re-Review and In-line citations 
137	136	137	136	0	34194757	0	19320459	2093	18	0	Agne27	0	0:39, 26 September 2006 (UTC)	''Note: This article has a small number of in-line citations for an article of its size and currently would not pass criteria 2b.''&lt;br&gt;   <LF>   Members of the [[Wikipedia:WikiProject Good articles]] are in the process of doing a re-review of current [[WP:GA|Good Article]] listings to ensure compliance with the standards of the [[WP:WIAGA|Good Article Criteria]]. (Discussion of the changes and re-review can be found [[Wikipedia talk:Good article candidates|here]]). A significant change to the GA criteria is the mandatory use of some sort of in-line citation (In accordance to [[WP:CITE]]) to be used in order for an article to pass the [[WP:V|verification]] and reference criteria. It is recommended that the article's editors take a look at the inclusion of in-line citations as well as how the article stacks up against the rest of the Good Article criteria. GA reviewers will give you at least a week's time from the date of this notice to work on the in-line citations before doing a full re-review and deciding if the article still merits being considered a Good Article or would need to be de-listed. If you have any questions, please don't hesitate to contact us on the Good Article project [[Wikipedia talk:WikiProject Good articles|talk page]] or you may contact me personally. On behalf of the Good Articles Project, I want to thank you for all the time and effort that you have put into working on this article and improving the overall quality of the Wikipedia projec	 GA Re-Review and In-line citations 
138	88	138	88	-8	34194757	0	0	0	0	0	0	0	0	== Volcanic eruptions ==	 Volcanic eruptions 
139	138	139	138	0	34194757	0	19329585	2100	19	0	KonaScout	0	8:45, 2 October 2006 (UTC)	I added a few sentences on the residence time of dust in the atmosphere, and an external link with more detail	 Volcanic eruptions 
140	139	140	139	1	34194757	0	19522600	2234	1481245978	19	88.74.5.26	KonaScout	9:40, 13 February 2007 (UTC)	:ANd how does the irregular pattern pf ice melt affect the disrtibutition of earthquakes?&lt;small&gt;—The preceding [[Wikipedia:Sign your posts on talk pages|unsigned]] comment was added by [[User:84.231.189.229|84.231.189.229]] ([[User talk:84.231.189.229|talk]] • [[Special:Contributions/84.231.189.229|contribs]]) {{{2||nested=yes}}}.&lt;/small&gt;&lt;!-- Template:Unsigned --&gt;   <LF>   volcanoes also emitt (not only during eruptions) large quantities of CO2 and other, more potent greenhouse gases, like sulfurcompounds. i am completely missing this here, was it put somewhere els	 Volcanic eruptions 
141	139	141	139	1	34194757	0	19522252	2234	20	19	KimDabelsteinPetersen	KonaScout	3:52, 13 February 2007 (UTC)	:Yes - thats because volcanic sources to sulfur and CO2 is neglible compared to antropogenic emissions [http://volcanoes.usgs.gov/Hazards/What/VolGas/volgas.html]	 Volcanic eruptions 
142	88	142	88	-8	34194757	0	0	0	0	0	0	0	0	== Merge with [[Global warming]] ==	 Merge with [[Global warming]] 
143	142	143	142	0	34194757	0	19345023	2111	21	0	Stephan Schulz	0	2:03, 13 October 2006 (UTC)	[[User: 64.201.7.190]] has added a merge tag to suggest merging [[climate change]] with [[global warming]] without any discussion. The merge suggestion also does not seem to be listed at  [[Wikipedia:Proposed mergers]]. I don't think this suggestion has any merrit - one article deals with climate change in general, the other one with the ongoing episode of (mostly) GHG driven global warming. Unless there is significant support, I'm going to remove the tags.	 Merge with [[Global warming]] 
144	142	144	142	0	34194757	0	19346409	2112	22	0	Brusegadi	0	1:09, 14 October 2006 (UTC)	I just removed the tags.  There are many anons that make good contributions (I used to be anon) but when I see things like this, I become very skeptic.  I call it sophisticated vandalis	 Merge with [[Global warming]] 
145	142	145	142	0	34194757	0	19404225	2152	23	0	Artw	0	4:45, 23 November 2006 (UTC)	Hmm. Climate Change is effectively a synonym of &quot;global warming&quot;, and the articles cover the same ground (with several identical headings) - why would a merge NOT be approprat	 Merge with [[Global warming]] 
146	145	146	145	1	34194757	0	19404316	2152	21	23	Stephan Schulz	Artw	6:16, 23 November 2006 (UTC)	:They are not synonyms, although they are used as such in some contexts.  But ''climate change'' is a much more general term, while ''global warming'' typically only refers to the current episode. While there is some overlap, the articles also cover different ground.	 Merge with [[Global warming]] 
147	142	147	142	0	34194757	0	-1	-1	-1	0	-1	0	-1	The Climate change wiki article seems to be more pure science whilst the other topic seems to be more intertwined with &quot;current events&quot; social and political views.  The climate change wiki is objective and offers relevent info whilst the global warming is connected with the political and social perspective...  I reject the merger. Science is science NOT Social Science or Political Science or Entertainment tonight. Whether it is the middle ages or now, altering or suppressing information for political, social or religious purposes will occur, but not on my watch.  Remember, we can't control the weather!!!   <LF>	 Merge with [[Global warming]] 
148	88	148	88	-8	34194757	0	0	0	0	0	0	0	0	== Consistent graph orientation ==	 Consistent graph orientation 
149	148	149	148	0	34194757	0	19479174	2204	24	0	Dk2	0	5:54, 14 January 2007 (UTC)	The &quot;Variations in CO2, temperature and dust&quot;, &quot;Phanerozoic Carbon Dioxide&quot; and &quot;Carbon Dioxide Variations&quot; graphs have time increasing to the left on their x-axes, in opposition to convention and the rest of the graphs on the page. Could these be replotted? This was also an issue on the Global warming page, which has now been corrected. &lt;small&gt;—	 Consistent graph orientation 
150	149	150	149	1	34194757	0	19520998	2233	7	24	Dragons flight	Dk2	6:58, 12 February 2007 (UTC)	:That is the normal orientation for long-term paleo data often used in the scientific communit	 Consistent graph orientation 
151	88	151	88	-8	34194757	0	0	0	0	0	0	0	0	== Evidence for Climatic Change ==	 Evidence for Climatic Change 
152	151	152	151	0	34194757	0	19503786	2221	25	0	TeaDrinker	0	8:06, 31 January 2007 (UTC)	The section titled &quot;Evidence for Climatic Change&quot; seems to be a bit out of place.  There are many, many tools for climate reconstruction (or more properly, paleoclimate proxies).  I could start filling out the list (off the top of my head, a few others are [[Dimethyl sulfide]], [[Alkenone|Uk37']], [[TEX-86]], [[Ice core]], [[Dendroclimatology]], and [[Speleothem]]), but I think such a list would be overwhelming in the article.  What do other people think of not using a list and just discussing the idea of a paleoclimate proxy, then linking to [[Proxy (climate)]] and listing some of the major ones there?  It seems like such a random list (including beetles but not ice cores, for instance).  Thoughts or other ideas?	 Evidence for Climatic Change 
153	88	153	88	-8	34194757	0	0	0	0	0	0	0	0	==Link==	Link
154	153	154	153	0	34194757	0	19515201	2229	26	0	Shyamal	0	6:21, 8 February 2007 (UTC)	Was about to add the link to the article, but the warning on it forced me to place this here [http://www.ipcc.ch/SPM2feb07.pdf	Link
155	154	155	154	1	34194757	0	19514883	2229	27	26	Spiffy sperry	Shyamal	1:03, 8 February 2007 (UTC)	:It's already being well covered at [[IPCC Fourth Assessment Report]].	Link
156	88	156	88	-8	34194757	0	0	0	0	0	0	0	0	==Atomic particles==	Atomic particles
157	156	157	156	0	34194757	0	19521595	2233	-1	0	-1	0	16:55, February 12, 2007 (UTC)	*************************   <LF>   An experiment that hints we are wrong on climate change   <LF>   Times Online February 11, 2007   <LF>   *************************   <LF>   Compilations of weather satellite data by Danish National Space Center scientists indicate that cloudiness varies according to how many atomic particles are coming in from exploded stars, contradicting the theory that the rise in temperatures since the mid-20th century is due to man-made greenhouse gases. The sun's magnetic field bats away many...   <LF>   http://www.kurzweilai.net/email/newsRedirect.html?newsID=6393&amp;m=12472   <LF>   &lt;small&gt;—The preceding [[Wikipedia:Sign your posts on talk pages|unsigned]] comment was added by [[User:81.149.36.207|81.149.36.207]] ([[User talk:81.149.36.207|talk]] • [[Special:Contributions/81.149.36.207|contribs]]){{#if:16:55, February 12, 2007 (UTC)|&amp;#32;	Atomic particles
158	157	158	157	1	34194757	0	19569790	2267	28	-1	Dfarrar	-1	4:10, 18 March 2007 (UTC)	:I don't see the contradictio	Atomic particles
159	88	159	88	-8	34194757	0	0	0	0	0	0	0	0	== climate change in popular culture ==	 climate change in popular culture 
160	159	160	159	0	34194757	0	19522607	2234	1481245978	0	88.74.5.26	0	9:47, 13 February 2007 (UTC)	i suggest creating a new category with this name here and then merging [[global warming in popular culture]] into tha	 climate change in popular culture 
161	160	161	160	1	34194757	0	19522224	2234	1481245978	1481245978	88.74.5.26	88.74.5.26	3:24, 13 February 2007 (UTC)	:qui tacet consentire videtur, so i acted and moved the text, somebody with an account canfix the links pls. t	 climate change in popular culture 
162	161	162	161	2	34194757	0	19522233	2234	29	1481245978	Raymond arritt	88.74.5.26	3:33, 13 February 2007 (UTC)	:: There are established procedures for article deletions and mergers; see [[Wikipedia:Merging and moving pages]].  I've reverted the merger pending outcome of the appropriate procedure for a merge	 climate change in popular culture 
163	162	163	162	3	34194757	0	19522245	2234	1481245978	29	88.74.5.26	Raymond arritt	3:45, 13 February 2007 (UTC)	:::okay, Ray, i did as you suggest	 climate change in popular culture 
164	163	164	163	4	34194757	0	19539845	2246	30	1481245978	Kgs	88.74.5.26	9:05, 25 February 2007 (UTC)	::::merged i	 climate change in popular culture 
165	164	165	164	5	34194757	0	19539421	2246	31	30	J 1982	Kgs	2:01, 25 February 2007 (UTC)	:::::References to climate change in popular culture may better be in the article &quot;Climate change in popular culture&quot;, so this article better can focus on climate change in real lif	 climate change in popular culture 
166	165	166	165	6	34194757	0	19541246	2247	30	31	Kgs	J 1982	8:26, 26 February 2007 (UTC)	::::::A standalone article &quot;Climate change in popular culture&quot; would be a [[Wikipedia:Stub|stub]]. Other subjects also include the &quot;... in popular culture&quot; oder &quot;... in fiction&quot; as a subcatagory in the main articl	 climate change in popular culture 
167	88	167	88	-8	34194757	0	0	0	0	0	0	0	0	== External link for discussion ==	 External link for discussion 
168	167	168	167	1	34194757	0	-1	-1	-1	0	-1	0	-1	Please add this to external links: http://www.americaabroadmedia.org/climatechangemainpage.html   <LF>   I submitted an external link  to www.exploringtime.org earlier today - the site is full of animations and scientific visualizations detailing climate change over time. You can also view  a 2 hour Discovery Science documentary on the site that deals with changes that occur over long and short time scales, like those that precipitate the formation of the universe and the changes in the global climate over time - many prominent modern scientists are featured within it discussing their research on paleoclimatology and glaciation. the site is US-viewable only.   <LF>	 External link for discussion 
169	167	169	167	1	34194757	0	19611757	2296	32	0	Geologyguy	0	7:37, 16 April 2007 (UTC)	:Looks like you added it to 12 pages - certainly fits the definition of [[WP:SPAM]], and if you are associated with the site, violates other policies as well. Wikipedia is not a link farm, not even for relevant pages.  Add content, not just links. And the &quot;US-viewable only&quot; makes it even less useful.  Chee	 External link for discussion 
170	167	170	167	0	34194757	0	19572473	2268	33	0	Wavelength	0	0:53, 20 March 2007 (UTC)	Here is a suggested external link for discussion: [http://www.enn.com/globalwarming.html Global Warming &amp; Climate Change - Environmental News Network]   <LF>	 External link for discussion 
171	170	171	170	1	34194757	0	-1	-1	-1	33	-1	Wavelength	-1	For consideration ... I'd like to submit a Blog to the external links list ... this Blog collates (ongoing) videos that are online and related to Climate Change k-12 teaching and learning   <LF>   [http://climatechangevideos.blogspot.com/ Climate Change - Online Videos]   <LF>	 External link for discussion 
172	170	172	170	1	34194757	0	19600100	2288	29	33	Raymond arritt	Wavelength	5:20, 8 April 2007 (UTC)	:Unless the person writing the blog is an acknowledged expert in the field (which doesn't seem to be the case), I don't think it's sufficiently authoritative to merit inclusion here. See [[WP:EL]], [[WP:SPS]] et	 External link for discussion 
173	167	173	167	0	34194757	0	-1	-1	-1	0	-1	0	-1	Here is a link for consideration from a high school level education site by NASA on ocean circulation and it's role in climate change: [http://oceanmotion.org/html/background/climate.htm Ocean and Climate]   <LF>	 External link for discussion 
174	88	174	88	-8	34194757	0	0	0	0	0	0	0	0	==Another reference==	Another reference
175	174	175	174	0	34194757	0	19581522	2275	34	0	Jackiespeel	0	7:42, 26 March 2007 (UTC)	I came across the following while looking up something else in The Times online:   <LF>   The Times, Tuesday, Dec 09, 1913; pg. 6; Issue 40390; col C &quot;Is The Earth Drying Up?&quot; Dr. Gregory On Changes In Palestine.    <LF>	Another reference
176	88	176	88	-8	34194757	0	0	0	0	0	0	0	0	== External Links? ==	 External Links? 
177	176	177	176	0	34194757	0	19645918	2319	35	0	Staceff	0	0:58, 10 May 2007 (UTC)	&lt;small&gt;''Moved from [[User_talk:TeaDrinker]]&lt;/small&gt;&lt;br&gt;   <LF>   I would like to add at least one major article on the climate solutions debate that ran in Environmental Finance in November. The journal is fine with it. What do you think?   <LF>	 External Links? 
178	177	178	177	1	34194757	0	19645930	2320	25	35	TeaDrinker	Staceff	1:10, 10 May 2007 (UTC)	:The links in question, I believe, were those added [http://en.wikipedia.org/w/index.php?title=Climate_change&amp;diff=129922992&amp;oldid=129774134 here].  The first appears to be about states indepedently adopting greenhouse gas emission standards, while the second is an examination of the costs of implementing the Kyoto protocol in light of increasing fuel-use efficiency.  Both are about two pages, and appear to be primarily tagreted toward a popular audience in my estimation.  My feeling is that they are not significant in the literature on climate change, either from a scientific, policy, or pedogogic view.  While not bad themselves, they don't to me represent the best resources which can be linked to.  For myself, I would leave them out (and have reverted their addition to bring it here for more discussion, as per the hidden note on the article).	 External Links? 
179	178	179	178	2	34194757	0	19653133	2325	36	25	Benzocane	TeaDrinker	1:13, 15 May 2007 (UTC)	::Hi, what about adding http://www.pewclimate.org/? It looks like a solid set of resources and is certainly middle of the road politicall	 External Links? 
180	176	180	176	0	34194757	0	19662029	2331	37	0	Tezp	0	5:29, 21 May 2007 (UTC)	I have added a link, &quot;The seldom heard counter arguement&quot; to the (British) Channel 4 website, specifically the page describing a documentary entitled &quot;The Great Global Warming Swindle,&quot; which provides an entirely different school of thought on the subject of climate change. It seems that any reading on the subject is set on spreading the word that carbon emissions are solely responible for our appartently impending doom. This documentary opened my eyes, not necessarily to say that everything we have come to believe is untrue, but that this story, like every story, has two sides. How a person can make a informed decision without seeing all the evidence is unknown to me, and I suggest, that everybody who has an opinion on the topic of climate change, should research the ideas raised in this documentary (if you haven't already!)    <LF>   I appreciate that the website is not presented in a formal scientific style, however, the link is provided as a starting point for further research and/or discussion.   <LF>	 External Links? 
181	180	181	180	1	34194757	0	19662084	2331	20	37	KimDabelsteinPetersen	Tezp	6:24, 21 May 2007 (UTC)	:And i've reverted it - POV argumentation/links doesn't belong here - there is already an article about  [[The Great Global Warming Swindle]].	 External Links? 
182	176	182	176	0	34194757	0	19662165	2331	37	0	Tezp	0	7:45, 21 May 2007 (UTC)	Ok, I appreciate that comment, though I would like to suggest that the article itself is a point of view, essentially, one of many possible conclusions drawn from the evidence gained. My reasoning for adding the link was to keep the article discurive.   <LF>	 External Links? 
183	182	183	182	1	34194757	0	19662169	2331	29	37	Raymond arritt	Tezp	7:49, 21 May 2007 (UTC)	:A larger problem with TGGWS is that much of the data they used was faked. See for example [http://folk.uio.no/nathan/web/statement.html] where the scientist who produced the data used for one of the program's main arguments says &quot;We have reason to believe that parts of the graph were made up of fabricated data that were presented as genuine. The inclusion of the artificial data is both misleading and pointless.&quo	 External Links? 
184	176	184	176	0	34194757	0	19662228	2331	37	0	Tezp	0	8:48, 21 May 2007 (UTC)	The quote reads &quot;a graph featured in the documentary titled ‘Temp &amp; Solar Activity 400 Years’. Firstly, we have reason to believe that parts of the graph were made up of fabricated data that were presented as genuine. The inclusion of the artificial data is both misleading and pointless,&quot; ([http://folk.uio.no/nathan/web/statement.html]) suggesting, in fact, that data used in 'the Temp &amp; Solar Activity 400 Years,' was faked, not the data used in TGGWS. I'm not attempting to prove or disprove either theory, as Kim pointed out POVs are not particularly relevant, all I am attempting to suggest is that Climate Change as presented in this article is a theory and that alternative viewpoints are possibl	 External Links? 
185	184	185	184	1	34194757	0	19662237	2331	21	37	Stephan Schulz	Tezp	8:57, 21 May 2007 (UTC)	:Re-read again - they are talking about the version of the graph in TGGWS only. Similarly, the original temperature graph they used was &lt;s&gt;faked&lt;/s&gt; adapted by the graphics team to a version that accidentally supported the argument of the movie.	 External Links? 
186	185	186	185	2	34194757	0	-1	-1	38	21	Esthameian	Stephan Schulz	5:46, 24 May 2007	::and, from what I have heard, the POV of the programme reflected the political party views of the producer, a member of the Revolutionary Communist Party, which decrys Environmental Science in its entirety.  www.realclimate.com has a usefull discussion on programme &lt;small&gt;—	 External Links? 
187	185	187	185	2	34194757	0	19666426	2334	39	21	AtholM	Stephan Schulz	6:46, 24 May 2007 (UTC)	::*Unfortunately, discussion forums and blogs are not reliable sources, and POV isn't balanced by adding the extreme alternate view. Realclimate are already infamous for deleting legitimate questions that are inconvenient to their political position - I could point you to usenet discussions to prove it. :-)	 External Links? 
188	187	188	187	3	34194757	0	19674981	2340	29	39	Raymond arritt	AtholM	5:21, 30 May 2007 (UTC)	:::Yes, we can always rely on usenet discussions to prove things. ;	 External Links? 
189	176	189	176	0	34194757	0	19674940	2340	37	0	Tezp	0	4:40, 30 May 2007 (UTC)	I really didn't realise you all felt so strongly about i	 External Links? 
190	176	190	176	0	34194757	0	19705137	2361	40	0	Evolauxia	0	3:57, 20 June 2007 (UTC)	I added [http://www.wmo.int/pages/prog/etr/pdf_web/926E.pdf Introduction to Climate Change: Lecture Notes for Meteorologists] (WMO publication #926) to the external links.  It's a very good source of information on the climate system, basically a compact textbook that is freely availabl	 External Links? 
191	176	191	176	0	34194757	0	19892478	2491	-1	0	-1	0	06:18, 28 October 2007 (UTC)	I received this note from Brusegadi:     <LF>   &quot;I noticed that you have been trying to add a link to Climate change. I do not mean to annoy you, but we try to be rigorous as to the links we add, and it seems to be that that link does not meet the guidelines for external links. Thanks, Brusegadi	 External Links? 
192	176	192	176	0	34194757	0	19893761	2492	-1	0	-1	0	03:41, 29 October 2007 (UTC)	This is my reply since I do not know how to reply directly to Brusegadi:   <LF>   Thank you for this note - I carefully read the link guidelines before adding the link (www.ceqamap.com) and strongly believe this link is valid, not only that, vital. The database is specifically designed for experts utilizing current climate change analysis in real time environmental impact studies. The database is a component of a widespread effort in California to encourage the recognition of impact mitigation in the entitlement and permitting process. If not here, where would you suggest the link be more appropriately located?   <LF>   Thanks. Rubychan	 External Links? 
193	192	193	192	1	34194757	0	19893842	2492	29	-1	Raymond arritt	-1	5:02, 29 October 2007 (UTC)	:Possibly in an article about California's environmental policies. A database for one U.S. state is far too narrow a focus for an article with as broad a perspective as this on	 External Links? 
194	88	194	88	-8	34194757	0	0	0	0	0	0	0	0	== What about contributions by agriculture in general? ==	 What about contributions by agriculture in general? 
195	194	195	194	0	34194757	0	19662268	2331	-1	0	-1	0	09:28, 21 May 2007 (UTC)	From direct - for example, rice farming is a big contributor of methane to the atmosphere - to indirect - fresh fruit &amp; vegetables are often imported using less than good emissions practices.   <LF>   Singling out livestock as a contributor makes it look like that all other diets are always better even that's not the case: For example, biogas extracted from manure can be used to run cars or heat buildings even during winters, while that orange, tomato or mango you ate has to be transported near you from far away using fossil fuels - Maybe even as air freight. - G3,	 What about contributions by agriculture in general? 
196	88	196	88	-8	34194757	0	0	0	0	0	0	0	0	== First Sentence ==	 First Sentence 
197	196	197	196	0	34194757	0	-1	-1	-1	0	-1	0	-1	&quot;Climate change is a Jewish Conspiracy ...&quot;?  Really?  How fast can THAT bit of nonsense be removed?   <LF>	 First Sentence 
198	88	198	88	-8	34194757	0	0	0	0	0	0	0	0	== Questionable Reference ==	 Questionable Reference 
199	198	199	198	0	34194757	0	19676657	2341	41	0	EH	0	9:17, 31 May 2007 (UTC)	In the &quot;Greenhouse Gases&quot; section under &quot;Non-climate factors driving climate change&quot; the sentence and reference (3rd paragraph) to Arthur B. Robinson's lecture is very dodgy. 1. It is placed immediately after the sentence stating atmospheric concentration of CO2, suggesting that he is disputing measured CO2 concentrations, which he is not. 2. In the lecture he says that it's based on referenced, peer-reviewed science, but then goes on to make many value judgements which cannot be backed up by any peer-reviewed data. For an example, see Figure 9 in the presentation, which he says himself has no figures, is an approximation, and therefore holds no scientific merit until a full study is conducted to assess the credibility of the claims. '''I'd like to call for this sentence to be removed on the grounds that it pits one persons value judgement-based arguments against the whole IPCC process of scientific literature review.'	 Questionable Reference 
200	199	200	199	1	34194757	0	19676662	2341	11	41	William M. Connolley	EH	9:22, 31 May 2007 (UTC)	: I agree, so I've removed him (and Clark). This isn't the place for a re-hash of the climate, it just needs a quick ref to the major theory and lin	 Questionable Reference 
201	199	201	199	1	34194757	0	19676663	2341	11	41	William M. Connolley	EH	9:23, 31 May 2007 (UTC)	: Oh, but I'm not sure about Le Chat - is this the place for i	 Questionable Reference 
202	199	202	199	1	34194757	0	19676181	2341	39	41	AtholM	EH	1:21, 31 May 2007 (UTC)	:*While I agree that the actual wording removed may have been flawed, I am quite concerned that, by removing all reference to dissent here, you have removed a POV balance. Hence, in the absence of any mention of dissent of the theory that CO2 drives temperatures, the article is no longer NPOV. I'm also concerned that the IPCC's probability statement is omitted here and it is instead stated as if they consider it to be absolute fact, which they don't.	 Questionable Reference 
203	202	203	202	2	34194757	0	19676187	2341	11	39	William M. Connolley	AtholM	1:27, 31 May 2007 (UTC)	:: I'd be happy if you added some probabilistic qualifier, and perhaps a link to [[global warming controversy]] for disse	 Questionable Reference 
204	88	204	88	-8	34194757	0	0	0	0	0	0	0	0	== First paragraph must be wrong in defining climate change? ==	 First paragraph must be wrong in defining climate change? 
205	204	205	204	0	34194757	0	19801609	2428	2091414444	0	124.168.115.172	0	3:49, 26 August 2007 (UTC)	Its defined as a variable atmosphere, yet the first topics discussed are:   <LF>   1.1.1 Glaciation    <LF>   1.1.2 Ocean variability    <LF>   Perhaps I am ignorant of something, but that is why I came to the article.  The good news is that the paragraph under climate change factors is clear.&lt;small&gt;—Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[User:Karbinski|Karbinski]] ([[User talk:Karbinski|talk]] • [[Special:Contributions/Karbinski|contribs]]) {{{2|}}}&lt;/small&gt;&lt;!-- Template:Unsigned --&gt;   <LF>   Also in the introduction can somone try to define climate change more clearly- is it a man made phenomena or a natural one. It depends on what context you are looking at it. IF you are looking at it from a recent modern veiwpoint it refers to man made climate change, wheras if you are looking at it from a historiv viewpoint, it refers to natural climate change. Both are very different.   <LF>   regards -an	 First paragraph must be wrong in defining climate change? 
206	88	206	88	-8	34194757	0	0	0	0	0	0	0	0	== External links ==	 External links 
