rev_id	rev_page	rev_text_id	rev_comment	rev_user	rev_user_text	rev_timestamp	rev_minor_edit	rev_deleted	rev_len	rev_parent_id	rev_sha1
33916980	5042951	0		0	209.77.237.18	20060105014715	0	0	39122	33898965	0tgx99w1moyf1e167mcz05do8wtzj9g
33917036	5042951	0	Reverted edits by [[Special:Contributions/209.77.237.18|209.77.237.18]] ([[User talk:209.77.237.18|talk]]) to last version by Epolk	16980	Dragons flight	20060105014748	1	0	39119	33916980	104oyeghz6t31nizndodz6t8wgxqfnt
33962720	5042951	0	/* Other */  + 2 new links	449548	Tobias Schmidbauer	20060105112156	0	0	39451	33917036	81jk2tqqwrg9pp5lkt293ecdpojfz24
34000960	5042951	0		205899	Mhonan	20060105182455	1	0	39571	33962720	79ktrv3rz9epy2lead9uom17dxqc0b7
34004823	5042951	0		0	66.172.169.2	20060105185836	0	0	39577	34000960	0k2saqepo5fi36s2vmcz0tkey1ukvm6
34004967	5042951	0		0	66.172.169.2	20060105190001	0	0	39592	34004823	fju9vnjwdsobpwm0y5kvbz6yuqr59na
34005022	5042951	0	/* Causes of global warming */	0	88.108.79.162	20060105190033	0	0	37832	34004967	bqqxzgjzhgmczlzkxp5sl9ezwzcz1rs
34005147	5042951	0	Reverted edits by [[Special:Contributions/88.108.79.162|88.108.79.162]] ([[User talk:88.108.79.162|talk]]) to last version by 66.172.169.2	97232	Guettarda	20060105190139	1	0	39592	34005022	fju9vnjwdsobpwm0y5kvbz6yuqr59na
34005275	5042951	0	rv to Mhonan	97232	Guettarda	20060105190242	0	0	39571	34005147	79ktrv3rz9epy2lead9uom17dxqc0b7
34005371	5042951	0		0	66.172.169.2	20060105190333	0	0	39586	34005275	o1bylpbr0apcsxyf5mzrw6e477yunye
34005506	5042951	0	Reverted edits by [[Special:Contributions/66.172.169.2|66.172.169.2]] ([[User talk:66.172.169.2|talk]]) to last version by Guettarda	16980	Dragons flight	20060105190447	1	0	39571	34005371	79ktrv3rz9epy2lead9uom17dxqc0b7
34005600	5042951	0		0	66.172.169.2	20060105190549	0	0	39637	34005506	fkl56op7x6mlb4qiz2i21pjybys9aq6
34005678	5042951	0	Reverted edits by [[Special:Contributions/66.172.169.2|66.172.169.2]] ([[User talk:66.172.169.2|talk]]) to last version by Dragons flight	16980	Dragons flight	20060105190627	1	0	39571	34005600	79ktrv3rz9epy2lead9uom17dxqc0b7
34005766	5042951	0		0	66.172.169.2	20060105190719	0	0	39623	34005678	tsi5rp29krbhe160reideumequqkxt4
34005845	5042951	0	Reverted edits by [[Special:Contributions/66.172.169.2|66.172.169.2]] ([[User talk:66.172.169.2|talk]]) to last version by Dragons flight	16980	Dragons flight	20060105190748	1	0	39571	34005766	79ktrv3rz9epy2lead9uom17dxqc0b7
34006198	5042951	0	{{semiprotected}}	97232	Guettarda	20060105191115	0	0	39589	34005845	m12it905c571npvua9s6t4862ka6c41
34010784	5042951	0	reworded introduction & removed gendered language (hope I'm not stepping on too many toes... :)	584672	Mikker	20060105195419	0	0	39592	34006198	jo2keo9f46msd72vpmhzfc55nyl5ddm
34015442	5042951	0	copyedit and other improvements	584672	Mikker	20060105203430	0	0	39458	34010784	qw06dstr23ixhh2ogcmy4grpg36sygj
34016527	5042951	0	/* Causes of global warming */ Last version was to weak - there is no serious scientific controversy.	28522	Stephan Schulz	20060105204321	0	0	39538	34015442	gdvw3dqvdjk0h4roszh77tq5raowhq9
34020508	5042951	0	various changes, probably enough to count as one rv for me if I need to. See talk.	8072	William M. Connolley	20060105211655	0	0	39505	34016527	jm3mcx8ggpk1uxuxz8ku59rlwwfcxdg
34064153	5042951	0	re-word "on this theory..." plus add agr. and land cleraing.	390845	Naught101	20060106033135	0	0	39583	34020508	dxigl80edxclnbuiu8gmcv45xkw8qyd
34069620	5042951	0	rm {{sprotect}}, block the non-changing IP rather than protect the article	285145	Splash	20060106042708	0	0	39565	34064153	gobrnixc1brlgcrfszrcvrhaf7v9hvf
34140718	5042951	0	/* Greenhouse gas emissions */	0	24.106.176.94	20060106185251	0	0	39569	34069620	0t1kwcm9k20km7u01vyt5jd0eg0nzqu
34140830	5042951	0	/* Greenhouse gas emissions */	0	24.106.176.94	20060106185353	0	0	39598	34140718	me9r1txg8rcpi95o2a3lguc65tdx3de
34140994	5042951	0	rv	473822	Anastrophe	20060106185520	0	0	39565	34140830	gobrnixc1brlgcrfszrcvrhaf7v9hvf
34141390	5042951	0	/* Alternative theories */	0	24.106.176.94	20060106185722	0	0	39591	34140994	c9rdtps0rcxutanwq7cdvpp1g6mt401
34141518	5042951	0	/* Solar variation theory */	0	24.106.176.94	20060106185827	0	0	39565	34141390	gobrnixc1brlgcrfszrcvrhaf7v9hvf
34145943	5042951	0	/* Overview */	0	146.245.9.250	20060106193631	0	0	39570	34141518	phpkejilcezsaqsw152i0r0yxnkkne9
34146036	5042951	0	/* Causes of global warming */	0	146.245.9.250	20060106193727	0	0	39581	34145943	gma0xt9ez47e3m7inc51u2k0khlqm41
34146212	5042951	0	Reverted edits by [[Special:Contributions/146.245.9.250|146.245.9.250]] ([[User talk:146.245.9.250|talk]]) to last version by 24.106.176.94	16980	Dragons flight	20060106193857	1	0	39565	34146036	gobrnixc1brlgcrfszrcvrhaf7v9hvf
34146474	5042951	0	/* Overview */	0	146.245.9.250	20060106194112	0	0	39571	34146212	q8vts00y0b23qih9saphhxq4b2ndf7m
34146617	5042951	0	Reverted edits by [[Special:Contributions/146.245.9.250|146.245.9.250]] ([[User talk:146.245.9.250|talk]]) to last version by Dragons flight	16980	Dragons flight	20060106194223	1	0	39565	34146474	gobrnixc1brlgcrfszrcvrhaf7v9hvf
34152047	5042951	0	/* Overview */ tidy sentance to make clearer	377299	NHSavage	20060106202650	0	0	39591	34146617	i6l3hlgeri20snwjj0vwa11z420zdvo
34153550	5042951	0	/* Overview */ add references for costs	377299	NHSavage	20060106203829	0	0	39714	34152047	gxe5xzqnyf1x6hzdcvriccvf13eg9ec
34154603	5042951	0		0	66.172.169.2	20060106204708	0	0	39731	34153550	15lovdja6hwc36x10l0pcazzwlzbvz6
34154709	5042951	0	Reverted edits by [[Special:Contributions/66.172.169.2|66.172.169.2]] ([[User talk:66.172.169.2|talk]]) to last version by NHSavage	97232	Guettarda	20060106204757	1	0	39714	34154603	gxe5xzqnyf1x6hzdcvriccvf13eg9ec
34154867	5042951	0		0	66.172.169.2	20060106204901	0	0	39780	34154709	5i3776f12asbu0leavpiju1yz9ndbkh
34155235	5042951	0	{{sprotect}} - pair are at it again, new IPs	97232	Guettarda	20060106205146	0	0	39727	34154867	hrb8u95yuk5p9us816fm5hhmeilo80j
34159959	5042951	0	/* Causes of global warming */ rm bit in dispute - see talk	8072	William M. Connolley	20060106213134	0	0	39450	34155235	jrhdi5gvjz9rlz0jz5ccydu3n08fcz7
34160881	5042951	0	/* Overview */ supported -> justified	377299	NHSavage	20060106213915	0	0	39453	34159959	st1dncc7g9vg2334tkqvmpy2h43q5z1
34179556	5042951	0	/* Overview */ rephrased in order to [[Wikipedia:Avoid_weasel_words|avoid weasel words]] & other improvements	584672	Mikker	20060107001505	0	0	39686	34160881	pnlu5e086plr2gnodnc1t20a42tq1ah
34187740	5042951	0	/* Overview */ tweak phrasing	16980	Dragons flight	20060107012743	0	0	39693	34179556	6aa0zd1v22innzafiuomkihqf22l46s
34201136	5042951	0	unprotect	335180	Aaron Schulz	20060107034554	0	0	39680	34187740	26lb8zxyu8tdq72mwjfpig27tjhq6pm
34241082	5042951	0	/* Other */	0	125.63.146.200	20060107142115	0	0	39768	34201136	5biy2qwir13339317toz3qbyqq0isyk
34242330	5042951	0	/* Other */  reformat	107009	La goutte de pluie	20060107143842	0	0	39785	34241082	s1k59n1ubo4kyh1457m9drkpc3az11e
34243911	5042951	0		0	86.202.125.2	20060107150043	0	0	39785	34242330	ejzolqathsnfd1ibw2wcucd5x7uxrlx
34264970	5042951	0	/* Warming of the Earth */	0	70.18.242.239	20060107183918	0	0	39785	34243911	rw2drpp9vqct1wokfp1q8wxk9gpv9dr
34265024	5042951	0	Reverted edits by [[Special:Contributions/70.18.242.239|70.18.242.239]] to last version by 86.202.125.2	460581	Pgk	20060107183947	1	0	39785	34264970	ejzolqathsnfd1ibw2wcucd5x7uxrlx
34265253	5042951	0	/* Warming of the Earth */	0	70.18.242.239	20060107184135	0	0	39785	34265024	rw2drpp9vqct1wokfp1q8wxk9gpv9dr
34267621	5042951	0	rm exclamation mark (!!!11!!1one)	107009	La goutte de pluie	20060107190426	0	0	39785	34265253	ejzolqathsnfd1ibw2wcucd5x7uxrlx
34276181	5042951	0	/* Financial effects */ add ABI and Choi & Fisher quotes	695736	Nrcprm2026	20060107202627	0	0	40202	34267621	igtgind80s2x1zukaere8pww5h8ms7a
34276318	5042951	0	/* Financial effects */ how are inline journal cites done best?	695736	Nrcprm2026	20060107202750	1	0	40206	34276181	9ojbtxjar9e3jn2gy7uzbg5epo3vybt
34295438	5042951	0	/* References */ added two, need more info for Choi and Fisher	84417	Vsmith	20060107232359	0	0	40466	34276318	74tgcyw4u24lv7lo43abhes9x15a3p7
34295714	5042951	0	/* Financial effects */ Journal ref - Harvard style - added to ref section	84417	Vsmith	20060107232633	0	0	40426	34295438	pgwcbxlpcr0l1lpdr6urtp2o5sdkeon
34297370	5042951	0	/* Financial effects */ ext. link clarified	84417	Vsmith	20060107234200	0	0	40431	34295714	7ov2vgrnl2uu4mby2qr9f4bhfzbjo6f
34298251	5042951	0	/* References */ add one	84417	Vsmith	20060107235043	0	0	40745	34297370	iqsavo5im03s4yfajvxg96n11ydpm42
34314843	5042951	0	/* References */ complete Choi and Fisher	695736	Nrcprm2026	20060108023124	0	0	40891	34298251	iphx3qzsufyv708oum5tdhh1u2wrtfc
34320496	5042951	0	/* Alternative theories */	0	67.174.134.7	20060108032456	0	0	40892	34314843	2kwr7efw47hyb81rokmx47eght7yyu5
34320523	5042951	0	Reverted edits by [[Special:Contributions/67.174.134.7|67.174.134.7]] to last version by Nrcprm2026	676502	Nakon	20060108032513	1	0	40891	34320496	iphx3qzsufyv708oum5tdhh1u2wrtfc
34385072	5042951	0		0	71.115.81.42	20060108175015	0	0	40885	34320523	t1at1161s7hvx0xmuro5du8jz102qyh
34385110	5042951	0	Reverted edits by [[Special:Contributions/71.115.81.42|71.115.81.42]] to last version by Naconkantari	597658	Zsinj	20060108175045	1	0	40891	34385072	iphx3qzsufyv708oum5tdhh1u2wrtfc
34395439	5042951	0		0	72.136.21.16	20060108193655	0	0	40893	34385110	pgwocr2ki9cpagwtyfzlpgxwi389z7r
34411686	5042951	0	/* Warming of the Earth */	0	68.83.66.53	20060108220542	0	0	40893	34395439	hq2266rmo8jqijne9n3b143gl5t10je
34412388	5042951	0	Reverted edits by [[Special:Contributions/68.83.66.53|68.83.66.53]] ([[User talk:68.83.66.53|talk]]) to last version by 72.136.21.16	16980	Dragons flight	20060108221200	1	0	40893	34411686	pgwocr2ki9cpagwtyfzlpgxwi389z7r
34417153	5042951	0	/* External links */	0	70.26.91.115	20060108225447	0	0	40936	34412388	f3dngsxtkmwbpgjlw58mto8zx3f62fc
34417215	5042951	0	Reverted edits by [[Special:Contributions/70.26.91.115|70.26.91.115]] to last version by Dragons flight	729553	Pilotguy	20060108225518	1	0	40893	34417153	pgwocr2ki9cpagwtyfzlpgxwi389z7r
34441077	5042951	0	/* The relation between global warming and global dimming */	0	67.174.134.7	20060109022007	0	0	40926	34417215	2h5dubkib6a2o0qevjlmdu2lydkfcqe
34441147	5042951	0	Reverted edits by [[Special:Contributions/67.174.134.7|67.174.134.7]] ([[User talk:67.174.134.7|talk]]) to last version by Pilotguy	223113	Sango123	20060109022036	1	0	40893	34441077	pgwocr2ki9cpagwtyfzlpgxwi389z7r
34449744	5042951	0	/* Other theories */	0	152.163.101.9	20060109034206	0	0	40823	34441147	81j6f0k9yza6t4i5rfg2fmb5gstil9x
34462398	5042951	0	rv sentence change by 152.163.101.9; see Talk	200121	Bikeable	20060109054733	0	0	40893	34449744	pgwocr2ki9cpagwtyfzlpgxwi389z7r
34481513	5042951	0	/* Causes of global warming */  it's my personal peeve to have "see this" in the body of the article: feel free to revert me	107009	La goutte de pluie	20060109102316	0	0	40816	34462398	11lk4dw8l885j96x7mp4ovv5oakzcnq
34481545	5042951	0	/* Causes of global warming */  it's my personal peeve to have "see this" in the body of the article: feel free to revert me	107009	La goutte de pluie	20060109102349	0	0	40820	34481513	14zj0whj8k3rmu650g973i3qh2fbyk8
34489951	5042951	0	/* Causes of global warming */ rm redundant These processes are capable of causing climate change. Adjust flow of next bit.	8072	William M. Connolley	20060109123101	0	0	40754	34481545	4lh8b0vf3lnqkw0lwp1yvs68zknr0jh
34500471	5042951	0		0	216.49.117.190	20060109144720	0	0	40846	34489951	g6yvxnr2tsjmj3jlj72eue2v9hpxkwk
34500595	5042951	0	rv, this assertion is not in line with [[WP:NPOV]]	203358	Sjakkalle	20060109144907	0	0	40754	34500471	4lh8b0vf3lnqkw0lwp1yvs68zknr0jh
34500754	5042951	0		0	216.49.117.190	20060109145142	0	0	40842	34500595	5waim454nfe0q7ljw0ocvapqyjgx38t
34500869	5042951	0		0	216.49.117.190	20060109145328	0	0	40835	34500754	5czf1gqupb9r2bkbhxwsg05st7aj2xe
34501028	5042951	0	Reverted POV (and incorrect) statement	28522	Stephan Schulz	20060109145529	0	0	40754	34500869	4lh8b0vf3lnqkw0lwp1yvs68zknr0jh
34501396	5042951	0		0	216.49.117.190	20060109150018	0	0	40900	34501028	bj11x7zu8ucbi8koqd035ivuacmx4c8
34501524	5042951	0	rv edits by [[User:216.49.117.190|216.49.117.190]] to last version by Stephan Schulz	94080	Aude	20060109150211	1	0	40754	34501396	4lh8b0vf3lnqkw0lwp1yvs68zknr0jh
34554857	5042951	0	/* Other theories */	0	152.163.101.9	20060110005109	0	0	40646	34501524	ahzbt4u8teofquqj0udg2we5fjnvoxz
34555519	5042951	0	/* Other theories */	0	152.163.101.9	20060110005741	0	0	40890	34554857	ibu9kjxz1esl6zd0tgheswnx6pvyd7t
34562447	5042951	0	re-added "scientific consensus"	200121	Bikeable	20060110020317	0	0	40998	34555519	1yud3vfscwysl8ilsnfbhucv9xck0o0
34577183	5042951	0	/* Other theories */	0	152.163.101.9	20060110042457	0	0	41045	34562447	id3fiqn0z3vjhkc7gygw5ugq45w3gxf
34582261	5042951	0	/* Possible beneficial effects */	0	152.163.101.9	20060110051815	0	0	41960	34577183	pknxxdvn2ls6li4jcd4klsuhp87ubtw
34582642	5042951	0	rv unsourced essay, pov alterations	97232	Guettarda	20060110052225	0	0	40998	34582261	1yud3vfscwysl8ilsnfbhucv9xck0o0
34590074	5042951	0	/* See also */	307214	Leafittome	20060110065425	0	0	41021	34582642	jj8meohqaqpcnmoixwrubbveyqgmiy4
34592222	5042951	0	/* See also */ cap, alpha	695736	Nrcprm2026	20060110072215	1	0	41021	34590074	qhvtenp45y5p0sy93sh9u9v6dxqvlb8
34693411	5042951	0		0	205.188.117.67	20060111013805	0	0	41024	34592222	48tnyhjtdss4b6b9h6tqu76g45o9u2n
34693459	5042951	0	Reverted edits by [[Special:Contributions/205.188.117.67|205.188.117.67]] to last version by Nrcprm2026	241337	RexNL	20060111013832	1	0	41021	34693411	qhvtenp45y5p0sy93sh9u9v6dxqvlb8
34694590	5042951	0	/* Other theories */	0	129.186.22.164	20060111014827	0	0	41021	34693459	adphmb0gpv1mxnfuhp6scexrkyo1npu
34745642	5042951	0	/* Effects on ecosystems */	0	219.90.66.99	20060111121950	0	0	41135	34694590	ppfblbd3k55247wlksmb6ifzjkrlesu
34745659	5042951	0	Reverted edits by [[Special:Contributions/219.90.66.99|219.90.66.99]] ([[User talk:219.90.66.99|talk]] | [[Special:Blockip/219.90.66.99|block]]) to last version by 129.186.22.164	203358	Sjakkalle	20060111122001	1	0	41021	34745642	adphmb0gpv1mxnfuhp6scexrkyo1npu
34745795	5042951	0	/* Overview */	0	219.90.66.99	20060111122146	0	0	65862	34745659	hwh4faxpw23703x2de6mzniyquy3m2y
34745806	5042951	0	Reverted edits by [[Special:Contributions/219.90.66.99|219.90.66.99]] ([[User talk:219.90.66.99|talk]] | [[Special:Blockip/219.90.66.99|block]]) to last version by Sjakkalle	203358	Sjakkalle	20060111122155	1	0	41021	34745795	adphmb0gpv1mxnfuhp6scexrkyo1npu
34748957	5042951	0	/* Warming of the Earth */	0	194.3.110.154	20060111130504	0	0	40908	34745806	tpiqfta2r3vlzp5alma82lpwe8awnrr
34749055	5042951	0	Reverted edits by [[Special:Contributions/194.3.110.154|194.3.110.154]] ([[User talk:194.3.110.154|talk]] | [[Special:Blockip/194.3.110.154|block]]) to last version by Sjakkalle	16980	Dragons flight	20060111130619	1	0	41021	34748957	adphmb0gpv1mxnfuhp6scexrkyo1npu
34752241	5042951	0		0	66.32.209.179	20060111134334	0	0	41020	34749055	cn35wenubm702h5k1f32i37dttnax3c
34752258	5042951	0	Reverted edits by [[Special:Contributions/66.32.209.179|66.32.209.179]] ([[User talk:66.32.209.179|talk]] | [[Special:Blockip/66.32.209.179|block]]) to last version by Dragons flight	203358	Sjakkalle	20060111134347	1	0	41021	34752241	adphmb0gpv1mxnfuhp6scexrkyo1npu
34882295	5042951	0	/* Greenhouse gas emissions */	36278	Terjepetersen	20060112121335	0	0	41204	34752258	80g2tjtq69uu4yu7l94m2ccwb2zd9ha
34884281	5042951	0	r to Sk: the mathane stuff is true, but its news: needs to settle a while. see talk	8072	William M. Connolley	20060112124354	1	0	41021	34882295	adphmb0gpv1mxnfuhp6scexrkyo1npu
34903832	5042951	0	/* Overview */	0	24.75.16.194	20060112170149	0	0	41062	34884281	nl4ogz6p54c0e7ijz0hlbffueupk39a
34904110	5042951	0	/* Overview */	0	24.75.16.194	20060112170420	0	0	41064	34903832	ofbpadfh7aa63a4xt2tlanlzivi0xpj
34904212	5042951	0	Reverted edits by [[Special:Contributions/24.75.16.194|24.75.16.194]] ([[User talk:24.75.16.194|talk]])([[Wikipedia:Administrators|SysOp]]s: [[Special:Blockip/24.75.16.194|block]]) to last version by William M. Connolley	84417	Vsmith	20060112170532	1	0	41021	34904110	adphmb0gpv1mxnfuhp6scexrkyo1npu
34904879	5042951	0	/* Causes of global warming */	0	204.14.12.53	20060112171153	0	0	41030	34904212	20tlgc12pysh58l0oeu9obfwgplm38h
34904942	5042951	0	Reverted edits by [[Special:Contributions/204.14.12.53|204.14.12.53]] ([[User talk:204.14.12.53|talk]])([[Wikipedia:Administrators|SysOp]]s: [[Special:Blockip/204.14.12.53|block]]) to last version by Vsmith	60449	Jossi	20060112171231	1	0	41021	34904879	adphmb0gpv1mxnfuhp6scexrkyo1npu
34904988	5042951	0		0	204.14.12.53	20060112171258	0	0	41035	34904942	lv21eh8ddat5aq47dcfi9k3y7hkh1tn
34905240	5042951	0	rv edits by [[User:204.14.12.53|204.14.12.53]] to last version by Jossi	94080	Aude	20060112171514	1	0	41021	34904988	adphmb0gpv1mxnfuhp6scexrkyo1npu
34990877	5042951	0		0	203.129.38.250	20060113062753	0	0	41021	34905240	rumb4wpk4486epi37osqxz3dabcffxw
35016962	5042951	0	/* Overview */	0	209.80.151.162	20060113133714	0	0	41034	34990877	e8mbi5su1xszuoe726yd91hq0s5svua
35017052	5042951	0	/* Overview */	0	209.80.151.162	20060113133831	0	0	41065	35016962	eqqon9rng4b3mxeec75xavpn7gdkyqb
35017069	5042951	0	Reverted edits by [[Special:Contributions/209.80.151.162|209.80.151.162]] ([[User talk:209.80.151.162|talk]]) to last version by 203.129.38.250	15130	Fuzheado	20060113133845	1	0	41021	35017052	rumb4wpk4486epi37osqxz3dabcffxw
35017220	5042951	0	/* Overview */	0	209.80.151.162	20060113134040	0	0	41035	35017069	053s205e1gpt2dp8ayg9iqxpaiwa0dt
35017343	5042951	0	/* Overview */	0	209.80.151.162	20060113134205	0	0	41071	35017220	12xw6jj22wnwvbc0d5yxpgf9m3pico3
35017462	5042951	0	/* Overview */	0	209.80.151.162	20060113134329	0	0	41038	35017343	8528fwpqzrtb5lakankh4fwtbzmlxsi
35017567	5042951	0	/* Overview */	0	209.80.151.162	20060113134508	0	0	41047	35017462	lqs9j9woo3emr08n6hg0jz6hm9zqqkg
35017721	5042951	0	/* Overview */	0	209.80.151.162	20060113134711	0	0	41072	35017567	7rtdx92dxpq8ufsnqmkek2f4lbdvdda
35017790	5042951	0	/* Overview */	0	209.80.151.162	20060113134808	0	0	41085	35017721	s4ox456jinwjt5iio7nq7m27hqb3hfr
35017821	5042951	0	Reverted edits by [[Special:Contributions/209.80.151.162|209.80.151.162]] ([[User talk:209.80.151.162|talk]]) to last version by Fuzheado	16980	Dragons flight	20060113134832	1	0	41021	35017790	rumb4wpk4486epi37osqxz3dabcffxw
35017895	5042951	0	/* Overview */	0	209.80.151.162	20060113134925	0	0	41109	35017821	je202si5jtl1swb4asijg9ml8k62rzw
35017911	5042951	0	Reverted edits by [[Special:Contributions/209.80.151.162|209.80.151.162]] ([[User talk:209.80.151.162|talk]]) to last version by Dragons flight	73292	Adashiel	20060113134938	1	0	41021	35017895	rumb4wpk4486epi37osqxz3dabcffxw
35018033	5042951	0	/* Overview */	0	209.80.151.162	20060113135113	0	0	41107	35017911	20ch9wp0z5am9jl1e6mx77xqjfmij46
35018082	5042951	0	Reverted edits by [[Special:Contributions/209.80.151.162|209.80.151.162]] ([[User talk:209.80.151.162|talk]]) to last version by Adashiel	184087	Wayward	20060113135148	1	0	41021	35018033	rumb4wpk4486epi37osqxz3dabcffxw
35019228	5042951	0	/* Overview */	181435	SDC	20060113140743	1	0	41022	35018082	7c6gifsq7iu848zgpgjhhp5zz5l8b43
35040464	5042951	0	/* Other */	0	192.197.60.2	20060113180155	0	0	41162	35019228	im48s3v4hzq820vltkzq6eyjhwpx05s
35043858	5042951	0	[[:en:Wikipedia:Tools/Navigation_popups|Popups]]-assisted reversion to revision 35019228	700735	Weregerbil	20060113183345	0	0	41022	35040464	7c6gifsq7iu848zgpgjhhp5zz5l8b43
35107458	5042951	0	/* Mitigating and adapting to global warming */ only wikilink first occurrence of a term	382113	Wsiegmund	20060114041552	0	0	41003	35043858	techkqohbtknqp0hgn3elywmg8a8kbh
35282641	5042951	0		0	141.149.49.35	20060115163655	0	0	31898	35107458	4rcco02e0t7cufmm9gaimmh7f92b1t2
35282676	5042951	0	Reverted edits by [[Special:Contributions/141.149.49.35|141.149.49.35]] to last version by Wsiegmund	729553	Pilotguy	20060115163716	1	0	41003	35282641	techkqohbtknqp0hgn3elywmg8a8kbh
35282832	5042951	0		0	141.149.49.35	20060115163838	0	0	31898	35282676	4rcco02e0t7cufmm9gaimmh7f92b1t2
35282877	5042951	0	Reverted edits by [[Special:Contributions/141.149.49.35|141.149.49.35]] ([[User talk:141.149.49.35|talk]]) to last version by Pilotguy	196723	Galwhaa	20060115163903	1	0	41003	35282832	techkqohbtknqp0hgn3elywmg8a8kbh
35408351	5042951	0	/* Causes of global warming */	0	212.44.56.26	20060116153135	0	0	41021	35282877	8vdwfbgz2dmu4f95uv4no8vk7qxr3vj
35408503	5042951	0	[[:en:Wikipedia:Tools/Navigation_popups|Popups]]-assisted reversion to revision 35282877	224287	Yamamoto Ichiro	20060116153308	0	0	41003	35408351	techkqohbtknqp0hgn3elywmg8a8kbh
35465472	5042951	0	/* Overview */	0	68.39.161.64	20060116232706	0	0	41007	35408503	ejosl2uu24y7vz2nyqz0m77tjz2hid5
35465508	5042951	0	/* Overview */	0	68.39.161.64	20060116232725	0	0	41003	35465472	techkqohbtknqp0hgn3elywmg8a8kbh
35472364	5042951	0		799068	ConservativeChristian	20060117002559	0	0	41620	35465508	gijnfs3s2rs021d1adkdlx2taflj4ry
35472491	5042951	0	please discuss tags on the talk page first	236608	Alhutch	20060117002653	0	0	41003	35472364	techkqohbtknqp0hgn3elywmg8a8kbh
35484525	5042951	0	/* Scientific */	0	68.58.245.232	20060117021151	0	0	41110	35472491	hzdj4ln4bg8534fukcbb7cknswvkkgh
35484717	5042951	0	/* Scientific */	0	68.58.245.232	20060117021333	0	0	41126	35484525	eigzrby0uhqi8u95bnfacuz98w7xrnm
35485074	5042951	0	Reverted edits by [[Special:Contributions/68.58.245.232|68.58.245.232]] ([[User talk:68.58.245.232|talk]]) to last version by Alhutch	97232	Guettarda	20060117021632	1	0	41003	35484717	techkqohbtknqp0hgn3elywmg8a8kbh
35485534	5042951	0	/* Scientific */	0	68.58.245.232	20060117022032	0	0	41153	35485074	e5747mrs76gfk76lgm4d22lo7nin19h
35490891	5042951	0	Reverted edits by [[Special:Contributions/68.58.245.232|68.58.245.232]] ([[User talk:68.58.245.232|talk]]) to last version by Guettarda	236608	Alhutch	20060117030849	1	0	41003	35485534	techkqohbtknqp0hgn3elywmg8a8kbh
35492408	5042951	0	/* Causes of global warming */	0	69.40.185.242	20060117032240	0	0	41004	35490891	sqgexbhv229rl38ziwro56pv8wwptq0
35492441	5042951	0	/* Causes of global warmingg */	0	69.40.185.242	20060117032254	0	0	41003	35492408	techkqohbtknqp0hgn3elywmg8a8kbh
35511465	5042951	0	The unregistered's link is a legit link, I think, at first glance.  It provides a fair and balanced approach, but feel free to correct me if I'm wrong ...	699346	BlueGoose	20060117064902	0	0	41153	35492441	e5747mrs76gfk76lgm4d22lo7nin19h
35511515	5042951	0	/* Scientific */  edited summary for link	699346	BlueGoose	20060117064950	0	0	41145	35511465	ftyo2209yw8he56wjc8qdeksa7ftkty
35513204	5042951	0	/* See also */	181585	Hard Raspy Sci	20060117071247	0	0	41183	35511515	mxsy2rth8eazagtf4csp0661amysq24
35514418	5042951	0	/* External links */ move junkscience.com from science to globalwarming.com in other: both contains no peer-reviewed citations, and are run by two guys who don't share their credentials	695736	Nrcprm2026	20060117073306	0	0	41138	35513204	o2534n3wd5h9p60vp46ytuklxj5n6ni
35520646	5042951	0	1)\tA reference was added to the assertion that the “productivity of the northern hemisphere has increased”.	0	132.77.4.43	20060117091911	0	0	41516	35514418	5ie3hairitywg6p47enicnk7e83sven
35520716	5042951	0		0	132.77.4.43	20060117092028	0	0	41515	35520646	hlkp09bjbitxohckgvf0n382j87q66f
35521103	5042951	0	/* Possible beneficial effects */ It's not a contrast anymore...	28522	Stephan Schulz	20060117092733	1	0	41505	35520716	qvv6jvukqzkt3aub3nmvfc6xfym4swl
35573077	5042951	0		0	66.172.169.2	20060117191716	0	0	41506	35521103	ncbzwx6h4i60v9ewfrh2extg79b90py
35573255	5042951	0	rv vandalism	456699	CopperMurdoch	20060117191847	1	0	41505	35573077	qvv6jvukqzkt3aub3nmvfc6xfym4swl
35643628	5042951	0		0	68.64.62.18	20060118054343	0	0	41504	35573255	e94f1xj0dp544m0zgfhfkivpvcdvz9e
35643673	5042951	0	rv	71006	Jh51681	20060118054424	0	0	41505	35643628	qvv6jvukqzkt3aub3nmvfc6xfym4swl
35683023	5042951	0		0	170.158.144.73	20060118153202	0	0	41544	35643673	fv9n9fkh1dk1ic694mjihsy1t8lqjwm
35683049	5042951	0	Reverted edits by [[Special:Contributions/170.158.144.73|170.158.144.73]] ([[User talk:170.158.144.73|talk]]) to last version by Jh51681	203358	Sjakkalle	20060118153218	1	0	41505	35683023	qvv6jvukqzkt3aub3nmvfc6xfym4swl
35686772	5042951	0	/* Other theories */ rm nonsense: how can warming be a consequence of record collection?	8072	William M. Connolley	20060118161010	0	0	41261	35683049	cnw0lz1unx9fz59ubhmt9ri1qgdk0dy
35708523	5042951	0		0	216.138.124.66	20060118190914	0	0	41256	35686772	l0q5x2jriyqm2lulikksj3q5humsq69
35708541	5042951	0		0	216.138.124.66	20060118190921	0	0	39258	35708523	mffbm3oj77rq84avqe6f23g7siklfvm
