article_id	talk_id	thread_id	thread_title	comments	users	users_hindex	max_depth	tree_hindex	chains_num	chains_comments
326324	38932048	10033	Other notable sources, e.g., the Stockholm Memorandum	65	15	2	13	6	5	6	{user:'Enescot', children: [{user:'KimDabelsteinPetersen', children: [{user:'Enescot', children: [{user:'NewsAndEventsGuy', children: [{user:'72.80.203.156', children: [{user:'Stephan Schulz', children: [{user:'Yopienso', children: [{user:'-1'}{user:'72.80.203.156', children: [{user:'William M. Connolley', children: [{user:'72.80.203.156', children: [{user:'William M. Connolley', children: [{user:'Stephan Schulz', children: [{user:'NewsAndEventsGuy'}]}]}]}]}]}]}]}{user:'-1'}]}{user:'-1', children: [{user:'-1'}]}{user:'-1', children: [{user:'-1'}]}{user:'-1'}{user:'Enescot', children: [{user:'KimDabelsteinPetersen'}{user:'NewsAndEventsGuy', children: [{user:'Diego Moya', children: [{user:'NewsAndEventsGuy', children: [{user:'72.80.203.156', children: [{user:'Dave souza', children: [{user:'72.80.192.180'}]}]}]}]}]}]}]}]}]}]}
326324	38932048	10099	Small correction to the lede	2	2	1	2	1	0	0	{user:'DangerouslyPersuasiveWriter', children: [{user:'Enescot'}]}
326324	38932048	10102	Unable to verify statement in lede	105	10	1	8	7	0	0	{user:'-1'}
326324	39845914	10208	After edit	12	3	2	4	3	2	2	{user:'Nigelj', children: [{user:'-1'}{user:'-1', children: [{user:'-1'}]}{user:'-1', children: [{user:'-1'}]}{user:'-1'}{user:'Enescot', children: [{user:'Nigelj', children: [{user:'-1'}{user:'-1'}{user:'Enescot'}]}]}]}
326324	39845914	10222	Rigorous scientific research demonstrates...	3	2	1	3	1	0	0	{user:'Nigelj', children: [{user:'NewsAndEventsGuy', children: [{user:'NewsAndEventsGuy'}]}]}
326324	39845914	10226	Dead Links	2	2	1	2	1	0	0	{user:'Jushusted', children: [{user:'Enescot'}]}
326324	39845914	10229	Section on &quot;synthesis reports&quot;	3	2	1	3	1	0	1	{user:'Enescot', children: [{user:'NewsAndEventsGuy', children: [{user:'Enescot'}]}]}
326324	39845914	10233	IPCC summary	16	3	0	8	3	0	0	{user:'-1'}
326324	39845914	10250	Section on &quot;Dissenting&quot;	3	3	1	2	2	0	0	{user:'98.227.226.178', children: [{user:'Stephan Schulz'}{user:'Dmcq'}]}
326324	39845914	10254	No scientific body of national or international standing maintains a formal opinion dissenting from any of these main points.	44	9	1	7	5	1	1	{user:'Tolo4zero', children: [{user:'TippyGoomba', children: [{user:'Nigelj', children: [{user:'TippyGoomba', children: [{user:'Yopienso'}]}]}]}]}
326324	39845914	10299	Scope of this article	40	7	1	9	5	1	2	{user:'Enescot', children: [{user:'Parejkoj', children: [{user:'Dmcq'}]}{user:'NewsAndEventsGuy', children: [{user:'Nigelj'}{user:'IRWolfie-', children: [{user:'NewsAndEventsGuy', children: [{user:'Dmcq', children: [{user:'NewsAndEventsGuy'}]}]}]}]}]}
326324	39845914	10340	Daily Telegraph	7	3	2	3	2	0	0	{user:'-1'}
326324	327311	10348	Unscientific Implication.	9	8	1	3	2	0	0	{user:'IRWolfie-'}
326324	327311	10359	Time for an update?	15	5	1	7	3	1	2	{user:'TaalVerbeteraar', children: [{user:'Dmcq', children: [{user:'Dmcq', children: [{user:'TaalVerbeteraar', children: [{user:'Dmcq', children: [{user:'NewsAndEventsGuy', children: [{user:'Dmcq'}]}]}]}]}]}]}
326324	327311	10375	AMS Survey	14	5	1	10	2	2	5	{user:'MikeR613', children: [{user:'William M. Connolley'}{user:'Dmcq'}{user:'MikeR613', children: [{user:'NewsAndEventsGuy', children: [{user:'MikeR613', children: [{user:'-1', children: [{user:'William M. Connolley'}{user:'MikeR613', children: [{user:'-1'}{user:'MikeR613', children: [{user:'-1', children: [{user:'William M. Connolley', children: [{user:'Dmcq'}]}]}]}]}]}]}]}]}]}
326324	327311	10390	On controversial topics, information in Wikipedia cannot be trusted	3	3	1	2	2	0	0	{user:'Benutzer', children: [{user:'-1'}{user:'Tillman'}]}
326324	327311	10394	IPCC AR5 citations	1	1	1	1	1	0	0	{user:'J. Johnson'}
326324	327311	10396	1950-2013 temperatures	3	3	1	2	2	0	0	{user:'CyberXRef', children: [{user:'NewsAndEventsGuy'}{user:'Dmcq'}]}
21350721	0	10407	Scientific &quot;opinion&quot;?	6	3	1	5	2	1	2	{user:'The Wookieepedian', children: [{user:'Dmcq'}{user:'Nigelj', children: [{user:'The Wookieepedian', children: [{user:'Dmcq', children: [{user:'The Wookieepedian'}]}]}]}]}
21350721	3741015	10410	Natural/anthro GH/emissions	22	3	0	3	2	0	0	{user:'-1', children: [{user:'-1'}{user:'MrJones'}]}
21350721	3741015	10433	WV forms clouds	3	2	1	2	1	0	0	{user:'-1'}
21350721	3741015	10437	Sources for wv, co2, etc contributions.	26	3	0	3	3	0	0	{user:'-1'}
21350721	3741015	10464	Dispute Resolution RFC, William M. Connolley	1	1	1	1	1	0	0	{user:'Cortonin'}
21350721	3741015	10466	The question of spelling (Vapor/Vapour)	20	4	0	5	3	0	0	{user:'-1'}
21350721	3741015	10487	Parts-per spelling	3	3	1	3	1	0	0	{user:'Cortonin', children: [{user:'JonGwynne', children: [{user:'SEWilco'}]}]}
21350721	3741015	10491	Spelling Resolution Proposal	20	5	0	6	3	0	6	{user:'Cortonin', children: [{user:'Vsmith'}{user:'William M. Connolley', children: [{user:'Cortonin'}]}{user:'Duk', children: [{user:'-1'}{user:'Cortonin', children: [{user:'Duk', children: [{user:'Cortonin', children: [{user:'Duk'}]}]}]}]}{user:'-1'}{user:'Vsmith', children: [{user:'Duk', children: [{user:'Vsmith'}]}]}]}
21350721	3741015	10512	redundant columns in table	7	4	1	4	2	0	1	{user:'Vsmith', children: [{user:'JonGwynne'}{user:'Cortonin', children: [{user:'JonGwynne', children: [{user:'Cortonin'}]}]}{user:'-1'}{user:'Cortonin'}]}
21350721	3741015	10520	The Chart	7	2	0	7	1	0	5	{user:'JonGwynne', children: [{user:'Vsmith', children: [{user:'JonGwynne', children: [{user:'Vsmith', children: [{user:'JonGwynne', children: [{user:'Vsmith', children: [{user:'JonGwynne'}]}]}]}]}]}]}
21350721	3741015	10528	Updating the numbers	2	2	1	1	1	0	0	{user:'-1'}
21350721	3741015	10531	Persistent vandalism by Vsmith and WMC	9	3	2	4	3	0	0	{user:'JonGwynne'}
21350721	3741015	10541	Thanks to Cortonin for fixing JG's mistake	5	3	2	5	1	1	1	{user:'-1', children: [{user:'Cortonin', children: [{user:'Vsmith', children: [{user:'Cortonin', children: [{user:'-1'}]}]}]}]}
21350721	3741015	10547	&quot;greenhouse effect&quot; due to &quot;greenhouse gases&quot;	4	2	1	2	2	0	0	{user:'Cortonin', children: [{user:'-1'}{user:'Cortonin'}]}
21350721	3741015	10552	Complete list page	6	2	0	3	2	0	0	{user:'-1'}
21350721	3741015	10559	Global warming potential	6	5	1	4	2	1	1	{user:'Rd232', children: [{user:'Vsmith', children: [{user:'-1'}{user:'Rd232', children: [{user:'Kop'}]}]}{user:'RiM'}]}
21350721	3741015	10566	Archive	2	2	1	1	1	0	0	{user:'124.189.51.232'}
21350721	3741015	10569	Man made sources	2	2	1	1	1	0	0	{user:'71.28.213.24'}
21350721	3741015	10572	Percentage increase	2	2	1	2	1	0	0	{user:'85.124.182.40', children: [{user:'Rd232'}]}
21350721	3741015	10575	Why does the top graph go from right-to-left?	4	2	1	3	1	1	1	{user:'Nrcprm2026', children: [{user:'Vsmith', children: [{user:'Nrcprm2026'}{user:'Nrcprm2026'}]}]}
21350721	3741015	10580	Dipole	2	2	1	1	1	0	0	{user:'-1'}
21350721	3741015	10583	Global warming potential (again)	2	2	1	2	1	0	0	{user:'NHSavage', children: [{user:'-1'}]}
21350721	3741015	10586	The MOPPIT Sattilite Images	1	1	1	1	1	0	0	{user:'206.172.38.200'}
21350721	3741015	10588	Role of WV	2	2	1	1	1	0	0	{user:'-1'}
21350721	3741015	10591	Heteronuclear diatomics	2	2	1	1	1	0	0	{user:'William M. Connolley'}
21350721	3741015	10594	Not GA yet	1	1	1	1	1	0	0	{user:'Worldtraveller'}
21350721	3741015	10596	percentage of greenhouse effect	9	3	0	4	3	0	0	{user:'Dragons flight'}
21350721	3741015	10606	‘''water vapor can not be controlled by humans''’ ?	2	2	1	1	1	0	0	{user:'-1'}
21350721	3741015	10609	‘'' misleading to cite the role of water vapor as a greenhouse gas ''’ ?	9	5	1	5	2	0	3	{user:'Nageno', children: [{user:'William M. Connolley', children: [{user:'Nageno', children: [{user:'William M. Connolley', children: [{user:'Nageno'}]}]}]}]}
21350721	3741015	10619	Greenhouses	3	2	1	3	1	0	1	{user:'Stephen B Streater', children: [{user:'William M. Connolley', children: [{user:'Stephen B Streater'}]}]}
21350721	3741015	10623	General cleanup	2	2	1	2	1	0	0	{user:'Raymond arritt', children: [{user:'Stephen B Streater'}]}
21350721	3741015	10626	Units for radiative forcing	7	3	2	6	1	2	3	{user:'Graft', children: [{user:'William M. Connolley', children: [{user:'Graft', children: [{user:'William M. Connolley', children: [{user:'Graft', children: [{user:'Dragons flight'}]}{user:'Dragons flight'}]}]}]}]}
21350721	3741015	10634	Emissions by Country	4	3	1	3	1	0	0	{user:'84.68.87.155', children: [{user:'-1', children: [{user:'-1'}{user:'Kd4ttc'}]}]}
21350721	3741015	10639	Classroom science experiment?	5	5	1	3	2	0	0	{user:'128.250.6.243', children: [{user:'Vsmith', children: [{user:'Dragons flight'}]}{user:'-1'}{user:'Minasbeede'}]}
21350721	3741015	10645	Greenhouse Gases - human factor	2	2	1	1	1	0	0	{user:'NHSavage'}
21350721	3741015	10648	Observational Database	1	1	1	1	1	0	0	{user:'Dlary'}
21350721	3741015	10650	CO2 is a greenhouse gas	5	3	2	5	1	0	2	{user:'Chrisnumbers2000', children: [{user:'Raymond arritt', children: [{user:'64.126.164.3', children: [{user:'Raymond arritt', children: [{user:'64.126.164.3'}]}]}]}]}
21350721	3741015	10656	Contrarian references	2	1	0	1	1	0	0	{user:'NCdave'}
21350721	3741015	10659	Fossil Fuel Burning cannot exceed Total Flux, All Sources	5	2	0	2	2	0	0	{user:'Nick Green', children: [{user:'Raymond arritt'}]}
21350721	3741015	10665	New additions to the &quot;Increase of greenhouse gasses&quot; section	3	2	1	3	1	0	1	{user:'The Ungovernable Force', children: [{user:'William M. Connolley', children: [{user:'The Ungovernable Force'}]}]}
21350721	3741015	10669	The role of water vapor	1	1	1	1	1	0	0	{user:'Invasion10'}
21350721	3741015	10671	Yes, water vapor is a greenhouse gas	10	3	0	7	1	0	0	{user:'Minasbeede'}
21350721	3741015	10682	Logarithmic relationship between CO2 levels and absorption.	13	5	1	7	3	0	0	{user:'-1'}
21350721	3741015	10696	A Response	6	5	1	2	1	0	0	{user:'Minasbeede'}
21350721	3741015	10703	Emissions	1	1	1	1	1	0	0	{user:'Minasbeede'}
21350721	3741015	10705	source of graph	2	2	1	2	1	0	0	{user:'Northern bear', children: [{user:'KimDabelsteinPetersen'}]}
21350721	3741015	10708	Repeated deletions of National Academy of Sciences findings	12	3	0	5	3	0	0	{user:'-1'}
21350721	3741015	10721	Water vapour	10	6	2	4	2	2	1	{user:'Peterlewis', children: [{user:'KimDabelsteinPetersen'}{user:'Dragons flight'}{user:'Bendzh', children: [{user:'Peterlewis', children: [{user:'Dragons flight'}{user:'Minasbeede'}]}]}]}
21350721	3741015	10732	Logarithmic	5	3	2	2	2	0	0	{user:'William M. Connolley'}
21350721	3741015	10738	Origin of Gases	22	6	2	4	2	0	1	{user:'Peterlewis', children: [{user:'William M. Connolley'}{user:'Minasbeede', children: [{user:'Raymond arritt', children: [{user:'Minasbeede'}]}]}]}
21350721	17414959	10761	Why do almost all the graphs lie?	23	7	1	5	3	0	0	{user:'Vifteovn'}
21350721	17414959	10786	Parts Per Million	2	2	1	2	1	0	0	{user:'81.167.52.18', children: [{user:'William M. Connolley'}]}
21350721	17414959	10789	Units for Concentrations and emissions	6	3	1	3	2	0	2	{user:'Drf5n', children: [{user:'William M. Connolley', children: [{user:'Drf5n'}]}{user:'Minasbeede', children: [{user:'Drf5n'}]}]}
21350721	17414959	10796	Human effects	2	2	1	2	1	0	0	{user:'Loadmaster', children: [{user:'Benhocking'}]}
21350721	17414959	10799	&quot;Uninhabitable&quot;	7	5	1	5	2	0	0	{user:'Minasbeede', children: [{user:'William M. Connolley'}{user:'Benhocking', children: [{user:'Raymond arritt', children: [{user:'Minasbeede', children: [{user:'Minasbeede'}]}]}]}]}
21350721	17414959	10807	Mars	3	3	1	2	1	0	0	{user:'Whariwharangi'}
21350721	17414959	10811	POV biased	40	6	1	3	3	0	0	{user:'-1'}
21350721	17414959	10852	Airborne fraction	10	4	2	4	2	0	0	{user:'William M. Connolley'}
21350721	17414959	10863	Natural Greenhouse gases	11	4	1	5	2	1	2	{user:'Plantsurfer', children: [{user:'William M. Connolley', children: [{user:'Plantsurfer', children: [{user:'William M. Connolley', children: [{user:'Dragons flight'}]}]}]}]}
21350721	17414959	10875	Suggested reformat of article	10	3	1	2	2	0	0	{user:'Restepc'}
21350721	17414959	10886	Canvassing ahoy	5	3	2	2	2	0	0	{user:'MastCell', children: [{user:'NCdave'}]}
21350721	17414959	10892	The role of water vapor	16	7	1	6	2	0	0	{user:'-1'}
21350721	17414959	10909	anthropogenic components of various GHGs	7	6	1	4	1	0	0	{user:'-1'}
21350721	17414959	10917	See also section	1	1	1	1	1	0	0	{user:'Restepc'}
21350721	17414959	10919	Where are we now?	9	3	0	7	2	1	2	{user:'William M. Connolley', children: [{user:'Plantsurfer', children: [{user:'Restepc', children: [{user:'Plantsurfer', children: [{user:'Restepc', children: [{user:'Restepc', children: [{user:'Plantsurfer'}]}]}]}]}]}]}
21350721	17414959	10929	Removal from the Atmosphere, and all that gas	5	4	1	5	1	0	1	{user:'Plantsurfer', children: [{user:'William M. Connolley', children: [{user:'Restepc', children: [{user:'Dragons flight', children: [{user:'Restepc'}]}]}]}]}
21350721	17414959	10935	Can I put the POV tag back up yet?	71	10	1	16	7	4	7	{user:'Restepc', children: [{user:'Plantsurfer', children: [{user:'Restepc'}]}{user:'William M. Connolley', children: [{user:'Restepc'}]}{user:'Raymond arritt', children: [{user:'92.0.53.66', children: [{user:'NCdave', children: [{user:'Raymond arritt', children: [{user:'-1'}{user:'-1', children: [{user:'-1'}]}{user:'-1'}{user:'NCdave', children: [{user:'NCdave', children: [{user:'Raymond arritt', children: [{user:'NCdave', children: [{user:'Raymond arritt', children: [{user:'KimDabelsteinPetersen', children: [{user:'-1'}{user:'-1', children: [{user:'-1'}]}{user:'-1'}{user:'NCdave', children: [{user:'KimDabelsteinPetersen', children: [{user:'NCdave', children: [{user:'NCdave', children: [{user:'KimDabelsteinPetersen'}{user:'Jason Patton'}]}]}{user:'NCdave'}]}]}]}]}]}]}]}]}]}]}]}]}]}
21350721	17414959	11007	Water Vapour	7	4	1	5	1	0	0	{user:'-1'}
21350721	17414959	11015	Wikiproject Earth	1	1	1	1	1	0	0	{user:'Iwilleditu'}
21350721	17414959	11017	cattle	6	4	2	4	1	0	1	{user:'Restepc', children: [{user:'Plantsurfer', children: [{user:'William M. Connolley', children: [{user:'Plantsurfer'}]}]}]}
21350721	17414959	11024	Victim of Changes	5	4	1	3	2	0	0	{user:'Plantsurfer', children: [{user:'-1'}{user:'-1'}{user:'NCdave', children: [{user:'Raymond arritt'}]}]}
21350721	17414959	11030	Human methane emissions	1	1	1	1	1	0	0	{user:'Plantsurfer'}
21350721	17414959	11032	Abundance / power	2	2	1	2	1	0	0	{user:'William M. Connolley', children: [{user:'Raymond arritt'}]}
21350721	17414959	11035	Once again, the debate is quashed.	4	4	1	1	1	0	0	{user:'63.237.28.3'}
21350721	17414959	11040	Automatic archiving	1	1	1	1	1	0	0	{user:'Apis O-tang'}
21350721	17414959	11042	Increase rate graph	10	5	1	5	2	0	0	{user:'New Image Uploader 929'}
21350721	17414959	11053	Subjective and incorrect	5	4	1	4	2	0	1	{user:'Wawny', children: [{user:'Apis O-tang'}{user:'Blackcloak', children: [{user:'William M. Connolley', children: [{user:'Blackcloak'}]}]}]}
21350721	17414959	11059	Venus	1	1	1	1	1	0	0	{user:'William M. Connolley'}
21350721	17414959	11061	Greenhouse effect dependent on location?	1	1	1	1	1	0	0	{user:'DirkvdM'}
21350721	17414959	11063	This Page is Confused	1	1	1	1	1	0	0	{user:'170.202.222.1'}
21350721	17414959	11065	Citations?	2	2	1	2	1	0	0	{user:'Healthylaw', children: [{user:'Dragons flight'}]}
21350721	17414959	11068	PHEV	1	1	1	1	1	0	0	{user:'76.235.158.200'}
21350721	17414959	11070	Unfortunate bias here	2	2	1	1	1	0	0	{user:'-1'}
21350721	17414959	11073	CO2 and greenhouse gases	3	3	1	3	1	0	0	{user:'Captqrunch', children: [{user:'Plantsurfer', children: [{user:'Short Brigade Harvester Boris'}]}]}
21350721	28154845	11077	Black Balloons	1	1	1	1	1	0	0	{user:'Amckern'}
21350721	28154845	11080	Misleading statement in intro	36	7	1	11	3	1	6	{user:'Blackcloak', children: [{user:'William M. Connolley', children: [{user:'Blackcloak', children: [{user:'Dragons flight', children: [{user:'Blackcloak', children: [{user:'Dragons flight', children: [{user:'Blackcloak', children: [{user:'Dragons flight', children: [{user:'Blackcloak'}]}]}]}]}]}]}]}]}
21350721	28154845	11117	I'm not sure how to fix this	2	2	1	2	1	0	0	{user:'Fabartus', children: [{user:'121.44.161.120'}]}
21350721	28154845	11120	Atmospheric lifetime	16	7	2	9	2	3	5	{user:'189.71.57.224', children: [{user:'Short Brigade Harvester Boris', children: [{user:'Blackcloak', children: [{user:'Plantsurfer', children: [{user:'Blackcloak'}]}{user:'Plantsurfer', children: [{user:'Blackcloak'}{user:'Blackcloak', children: [{user:'KimDabelsteinPetersen', children: [{user:'Blackcloak', children: [{user:'-1'}{user:'Blackcloak'}{user:'KimDabelsteinPetersen', children: [{user:'Blackcloak'}]}]}]}]}]}]}]}]}
21350721	28154845	11137	Discussion on WHY certain gases have more impact than others.	6	6	1	4	1	0	0	{user:'-1'}
21350721	28154845	11144	36%	12	9	2	7	2	0	1	{user:'92.5.78.172', children: [{user:'William M. Connolley', children: [{user:'Basil &amp;quot;Basil&amp;quot; Fawlty', children: [{user:'92.2.214.57', children: [{user:'Basil &amp;quot;Basil&amp;quot; Fawlty'}]}]}]}]}
21350721	28154845	11157	water vapor and hydrogen fuel cell use	6	5	1	2	2	0	0	{user:'71.188.232.210', children: [{user:'Short Brigade Harvester Boris'}]}
21350721	28154845	11164	Atmospheric lifetime, major problem	9	5	1	6	2	0	1	{user:'Blackcloak', children: [{user:'Dragons flight', children: [{user:'Blackcloak'}]}]}
21350721	28154845	11174	intro as revised by blackcloak, and undone by William M. Connolley	45	6	1	10	8	0	1	{user:'Blackcloak', children: [{user:'Plantsurfer', children: [{user:'Blackcloak'}]}]}
21350721	28154845	11220	Solar hot carbon	2	2	1	2	1	0	0	{user:'ChildofMidnight', children: [{user:'Will research for food'}]}
21350721	28154845	11223	First graphic	2	2	1	1	1	0	0	{user:'-1'}
21350721	28154845	11226	Role of water vapor	12	7	1	4	2	0	0	{user:'-1'}
21350721	28154845	11239	Analysis of GHG sources	1	1	1	1	1	0	0	{user:'Phanly'}
21350721	28154848	11241	Intro ref to &quot;IPCC conclusions&quot; removal	8	3	1	6	2	1	2	{user:'Sln3412', children: [{user:'Phanly', children: [{user:'Sln3412'}]}{user:'92.6.233.226', children: [{user:'Phanly', children: [{user:'Sln3412', children: [{user:'Phanly', children: [{user:'Phanly'}]}]}]}]}]}
21350721	28154848	11251	Inclusion of table of CO2 emissions from various fossil fuels	3	2	1	2	2	0	0	{user:'Georg Nissen', children: [{user:'92.6.233.226'}{user:'Georg Nissen'}]}
21350721	28154848	11255	Absolutely ridiculous sentence in intro	1	1	1	1	1	0	0	{user:'Blackcloak'}
21350721	28154848	11257	Table needed	1	1	1	1	1	0	0	{user:'Bsimmons666'}
21350721	28154848	11259	Picture needs to be updated.	1	1	1	1	1	0	0	{user:'71.249.115.165'}
21350721	28154848	11261	Burning Fossil Fuels can produce two times as much water as CO2	5	5	1	3	2	0	0	{user:'65.67.110.35', children: [{user:'Short Brigade Harvester Boris'}{user:'69.140.12.180', children: [{user:'Q Science'}{user:'Blackcloak'}]}]}
21350721	28154848	11267	Incorrect use of the concept of feedback in section 4. Role of Water Vapour	3	3	1	3	1	0	0	{user:'Karlburgdorf', children: [{user:'Q Science', children: [{user:'Short Brigade Harvester Boris'}]}]}
21350721	28154848	11271	What about the history? ... or Venus? ... or Hoyle? etc.	3	2	1	3	1	0	1	{user:'Miskaton', children: [{user:'William M. Connolley', children: [{user:'Miskaton'}]}]}
21350721	28154848	11275	Overstatement	2	2	1	2	1	0	0	{user:'John', children: [{user:'Short Brigade Harvester Boris'}]}
21350721	28154848	11278	Article fails to explain the basic mechanism (if any) of greenhouse gas operation	2	2	1	2	1	0	0	{user:'208.103.35.248', children: [{user:'Agathman'}]}
21350721	28154848	11281	Can someone fix this?	2	2	1	2	1	0	0	{user:'Gwilson', children: [{user:'KimDabelsteinPetersen'}]}
21350721	28154848	11284	&quot;human activity does not significantly affect water vapor concentrations except at local scales&quot;	5	4	1	3	2	0	0	{user:'Keeper50', children: [{user:'Q Science'}{user:'Short Brigade Harvester Boris', children: [{user:'Blackcloak'}{user:'Blackcloak'}]}]}
21350721	28154848	11290	Reference Requested	2	2	1	2	1	0	0	{user:'Keeper50', children: [{user:'Q Science'}]}
21350721	28154848	11293	Greenhouse gases (GHGs) acronym	1	1	1	1	1	0	0	{user:'Sim0n'}
21350721	28154848	11295	Incorrect sentence (Two papers from 1997/1999 argue against a future paper in 2002?).	1	1	1	1	1	0	0	{user:'Jbinken'}
21350721	28154848	11297	References 53 and 54 should be removed	6	4	1	5	1	1	1	{user:'Blackcloak', children: [{user:'Dragons flight', children: [{user:'Blackcloak', children: [{user:'William M. Connolley', children: [{user:'67.87.73.86'}]}]}]}]}
21350721	28154848	11304	First two sentences still have a problem	3	2	1	3	1	0	1	{user:'Blackcloak', children: [{user:'Atmoz', children: [{user:'Blackcloak'}]}]}
21350721	28154848	11308	Methane increase 149%	1	1	1	1	1	0	0	{user:'Stamnon'}
21350721	28154848	11310	Article probation	1	1	1	1	1	0	0	{user:'ChrisO'}
21350721	28154848	11312	Portrayal of anthropogenic global warming theory as fact	3	3	1	3	1	0	0	{user:'96.236.8.229', children: [{user:'Tony Sidaway', children: [{user:'Blackcloak'}]}]}
21350721	28154848	11316	Methane	6	4	2	4	1	0	0	{user:'-1'}
21350721	28154848	11323	Rewrite of section on emissions	1	1	1	1	1	0	0	{user:'Enescot'}
21350721	28154848	11325	Units	1	1	1	1	1	0	0	{user:'ArnaudContet'}
21350721	28154848	11327	Add [[:Category:Emissions reduction]] ?	1	1	1	1	1	0	0	{user:'99.37.85.55'}
21350721	28154848	11329	Inconsistent radiative forcing figures.	4	3	1	2	2	0	0	{user:'89.246.67.228', children: [{user:'-1'}{user:'-1'}{user:'Q Science'}]}
21350721	28154848	11334	Statistics by industry	1	1	1	1	1	0	0	{user:'Beland'}
21350721	28154848	11336	fossil fuels	2	2	1	2	1	0	0	{user:'24.27.16.34', children: [{user:'Harel'}]}
21350721	28154848	11339	Opening sentence too vague	4	2	2	3	1	0	2	{user:'Nigelj', children: [{user:'Q Science', children: [{user:'Nigelj'}{user:'Q Science'}]}]}
21350721	28154848	11344	&quot;A .01% increase in the total volume of CO&lt;sub&gt;2&lt;/sub&gt; in the atmosphere&quot;	21	7	2	4	3	0	0	{user:'Nigelj', children: [{user:'-1'}{user:'-1'}{user:'Q Science', children: [{user:'Squiddy', children: [{user:'TeaDrinker'}]}]}]}
21350721	28154848	11366	A miscalculation?	3	2	1	2	1	0	0	{user:'Neishapour', children: [{user:'Mikenorton'}]}
21350721	28154848	11370	No cause-and-effect relationship in ice-core data.	1	1	1	1	1	0	0	{user:'Anteaus'}
21350721	28154848	11372	Natural and anthropogenic	3	3	1	1	1	0	0	{user:'210.193.162.198'}
21350721	28154848	11376	First Diagram	6	4	2	2	2	0	0	{user:'71.245.164.83'}
21350721	28154848	11383	Simple Greenhouse Diagram	8	5	1	3	2	0	0	{user:'Multiperspective', children: [{user:'Anteaus', children: [{user:'Nigelj'}]}]}
21350721	28154848	11392	Phases of Water	4	3	1	4	1	0	1	{user:'Keelec', children: [{user:'Q Science', children: [{user:'Damorbel', children: [{user:'Q Science'}]}]}]}
21350721	28154848	11397	The Lie Of Water Vapor Being About Half Of The Greenhouse Effect.	2	2	1	2	1	0	0	{user:'110.33.41.206', children: [{user:'Q Science'}]}
21350721	28154848	11400	Terminology	3	3	1	1	1	0	0	{user:'-1'}
21350721	28154848	11404	Water vapor as greenhouse gas	9	8	1	3	2	0	0	{user:'Lfstevens', children: [{user:'-1'}{user:'71.245.164.83', children: [{user:'CurtisSwain'}]}]}
21350721	28154848	11414	Water vapour, the manipulated and the controlled variables (MV and CV)	3	3	1	1	1	0	0	{user:'Nigelj'}
21350721	28154848	11418	Radiation Transmitted by the atmosphere	7	3	2	5	2	0	0	{user:'Stevevogelnu', children: [{user:'Q Science'}]}
21350721	28154848	11426	GHG intensities and other changes	1	1	1	1	1	0	0	{user:'Enescot'}
21350721	28154848	11428	Water Vapor and runaway warming, statement based on Held (2000)	8	3	1	8	1	1	4	{user:'NewsAndEventsGuy', children: [{user:'NewsAndEventsGuy', children: [{user:'Atmoz', children: [{user:'NewsAndEventsGuy', children: [{user:'KimDabelsteinPetersen', children: [{user:'NewsAndEventsGuy', children: [{user:'KimDabelsteinPetersen', children: [{user:'NewsAndEventsGuy'}]}]}]}]}]}]}]}
21350721	28154848	11437	Delete lede 2nd paragraph?	1	1	1	1	1	0	0	{user:'NewsAndEventsGuy'}
21350721	28154848	11439	Potency claim for CH4 versus CO2	2	2	1	2	1	0	0	{user:'Stevew139', children: [{user:'NewsAndEventsGuy'}]}
21350721	28154848	11442	Outline organization	1	1	1	1	1	0	0	{user:'NewsAndEventsGuy'}
21350721	28154848	11444	Potency claim for CH4 versus CO2	2	2	1	2	1	0	0	{user:'Stevew139', children: [{user:'NewsAndEventsGuy'}]}
21350721	28154848	11447	Outline organization	1	1	1	1	1	0	0	{user:'NewsAndEventsGuy'}
21350721	28154848	11449	Atmospheric Lifetime	4	3	1	4	1	1	1	{user:'BFhybrid', children: [{user:'KimDabelsteinPetersen', children: [{user:'BFhybrid', children: [{user:'Blackcloak'}]}]}]}
21350721	28154848	11454	Resource data ...	1	1	1	1	1	0	0	{user:'216.250.156.66'}
21350721	28154848	11456	History of scientific research	2	2	1	2	1	0	0	{user:'Damorbel', children: [{user:'Nigelj'}]}
21350721	28154848	11459	Typo in image	1	1	1	1	1	0	0	{user:'Drdrperry'}
21350721	28154848	11461	[[Associated Press]] resource	1	1	1	1	1	0	0	{user:'99.109.125.146'}
21350721	28154848	11463	Question about conversions	3	2	1	2	1	0	0	{user:'Brehart', children: [{user:'VsevolodKrolikov'}]}
21350721	28154848	11467	&quot;Absorbs and emits&quot;?	24	7	1	10	5	0	6	{user:'Nigelj', children: [{user:'130.253.30.70', children: [{user:'Q Science'}]}{user:'Blackcloak', children: [{user:'Q Science', children: [{user:'Damorbel', children: [{user:'-1'}{user:'-1', children: [{user:'-1'}]}{user:'-1', children: [{user:'-1'}]}{user:'-1', children: [{user:'-1'}]}{user:'-1'}{user:'Q Science', children: [{user:'Damorbel', children: [{user:'Q Science', children: [{user:'Damorbel', children: [{user:'Q Science', children: [{user:'Damorbel'}]}]}]}]}]}]}]}]}{user:'-1'}{user:'Q Science', children: [{user:'Damorbel'}]}]}
21350721	28154848	11492	Introduction and recent growth in emissions	8	6	1	4	2	0	0	{user:'-1'}
